sample_index,received_timestamp_sec,source_timestamp_sec,Fx,Fy,Fz,user_number,object_diameter_mm,task_performed,trial_number,sensor_number,finger_name,topic,raw_msg_length
,,1781121148.901101351,0.101818453,1.256229871,-0.816306384,,,,,,,,
,,1781121148.916872025,0.283852314,0.980710728,-0.860003336,,,,,,,,
,,1781121148.932155848,0.315577056,0.829925792,-0.862144489,,,,,,,,
,,1781121148.951310873,0.372074620,0.727755888,-0.875923279,,,,,,,,
,,1781121148.968000174,0.470280592,0.607886307,-0.872981520,,,,,,,,
,,1781121148.984565020,0.576799305,0.465653313,-0.912377486,,,,,,,,
,,1781121149.001388311,0.623334276,0.383538850,-0.922075172,,,,,,,,
,,1781121149.017694712,0.612884837,0.317988170,-0.943246562,,,,,,,,
,,1781121149.034550905,0.557858537,0.335241750,-0.933266809,,,,,,,,
,,1781121149.051220894,0.523175408,0.351297284,-0.946517916,,,,,,,,
,,1781121149.067881823,0.434591942,0.469510977,-0.928119981,,,,,,,,
,,1781121149.084603548,0.441598898,0.490429157,-0.899171323,,,,,,,,
,,1781121149.101316690,0.438604705,0.504800514,-0.908953944,,,,,,,,
,,1781121149.117763042,0.383069384,0.582415463,-0.882405642,,,,,,,,
,,1781121149.134614706,0.370189766,0.584727752,-0.880973243,,,,,,,,
,,1781121149.151174307,0.368751807,0.578342034,-0.873115601,,,,,,,,
,,1781121149.166779041,0.292459601,0.617846790,-0.890961095,,,,,,,,
,,1781121149.182830334,0.257878210,0.608358560,-0.907221780,,,,,,,,
,,1781121149.201166391,0.259143956,0.546263913,-0.965185603,,,,,,,,
,,1781121149.217751741,0.297908064,0.471429685,-0.995375475,,,,,,,,
,,1781121149.234494209,0.377508130,0.332294073,-1.091962767,,,,,,,,
,,1781121149.251188040,0.454342570,0.188758585,-1.137920095,,,,,,,,
,,1781121149.267720461,0.607692286,0.078019074,-1.237687788,,,,,,,,
,,1781121149.284556627,0.619309963,-0.013743571,-1.274675314,,,,,,,,
,,1781121149.301065683,0.623375021,-0.061823484,-1.308351796,,,,,,,,
,,1781121149.317820072,0.535359084,-0.043733174,-1.308485858,,,,,,,,
,,1781121149.334558010,0.518495113,-0.035646941,-1.314144258,,,,,,,,
,,1781121149.351167202,0.504458198,-0.052829365,-1.338965122,,,,,,,,
,,1781121149.367861986,0.458875872,-0.041425952,-1.347510006,,,,,,,,
,,1781121149.383293629,0.516557250,-0.083074162,-1.368934005,,,,,,,,
,,1781121149.399340153,0.434090776,-0.066997222,-1.387488573,,,,,,,,
,,1781121149.415307522,0.485592770,-0.073038339,-1.387690181,,,,,,,,
,,1781121149.434405088,0.442974997,-0.054934203,-1.389264234,,,,,,,,
,,1781121149.451129913,0.445024604,-0.031706845,-1.388074265,,,,,,,,
,,1781121149.467813015,0.459823489,-0.030616361,-1.383576910,,,,,,,,
,,1781121149.484416008,0.471022098,-0.017272484,-1.363399875,,,,,,,,
,,1781121149.501228571,0.486737932,-0.017797668,-1.373695843,,,,,,,,
,,1781121149.517881870,0.521192939,-0.020661633,-1.357748177,,,,,,,,
,,1781121149.534403801,0.551510054,-0.008912296,-1.344145136,,,,,,,,
,,1781121149.551097155,0.579926775,-0.013080063,-1.336972729,,,,,,,,
,,1781121149.567836523,0.610711141,-0.017386747,-1.322685814,,,,,,,,
,,1781121149.584454060,0.627156506,-0.021632344,-1.320553326,,,,,,,,
,,1781121149.601131439,0.646308267,-0.019846206,-1.298933773,,,,,,,,
,,1781121149.617784023,0.664702509,-0.021601068,-1.299498136,,,,,,,,
,,1781121149.634396791,0.642173314,-0.004412460,-1.294033772,,,,,,,,
,,1781121149.651198387,0.712324268,-0.047598358,-1.295618347,,,,,,,,
,,1781121149.666954517,0.685777978,-0.037717367,-1.286682969,,,,,,,,
,,1781121149.683092594,0.661817985,-0.025950004,-1.244857686,,,,,,,,
